StartDate,EndDate,Status,Duration (in seconds),ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,consent,age,education,gender,attn.screener,open.1,open.2,climate.concern_1,fuel_10,transit_10,vehicle_10,energy_10,air_10,land_10,jobs_10,water_10,food_10,slider.attn_10,beh.e.vehicle_1,beh.energy_1,beh.flight_1,beh.no.car_1,race,pol.id_1,income,zipcode,feedback,climateLink1,climateLink2,climateLink3,climateLink4,c,qual.text.check
1/5/24 15:12,1/5/24 15:23,IP Address,639,R_56TSJI8ta9DG3Tz,anonymous,EN,0.800000012,"Yes, I am at least 18 years old and I want to participate",64,Graduate degree,Female,Other,These images also represent climate change but include drastic consequences as if they might be inevitable. They make me feel angry that many people can't accept that climate change is real.,"The images represent climate change iconically. For example, a human hand holding a globe on fire. They make me feel urgency to act.",100,100,80,100,100,100,100,100,100,74,100,100,100,82,72,"White or Caucasian,American Indian/Native American or Alaska Native",6,"$100,000-$149,999",20878,,0,0,0,0,2,1
1/5/24 15:12,1/5/24 15:23,IP Address,640,R_5wp00TG2lJoG8Ym,anonymous,EN,0.8999999761581421,"Yes, I am at least 18 years old and I want to participate",68,Some college,Female,Other,We are polluting the air with factory emissions.  People are starting to protest these emissions so we can have a better life now and for future generations.,The content makes me think of global warming and how it affects the world. It affects wildlife and people in each country.,31,25,81,24,33,37,90,77,86,21,100,14,67,88,15,White or Caucasian,86,"$100,000-$149,999",49120,,0,0,0,0,1,1
1/5/24 15:12,1/5/24 15:27,IP Address,858,R_61hImeKNpNpaqC5,anonymous,EN,0.8999999761581421,"Yes, I am at least 18 years old and I want to participate",80,College degree,Female,Other,"To me these seem like random images of different topics and I do not see a connection other than three protests. Sorry, I do not do social media and probably have a disconnect with what is supposed to be happening.","There are images pertaining to global warming, over population, what is happening today, and the future generation ",50,66,76,86,90,71,91,91,91,30,100,70,76,100,10,White or Caucasian,31,"$25,000-$49,999",983338,,1,0,0,0,1,1
1/5/24 15:13,1/5/24 15:22,IP Address,586,R_5e2SDDSMO9vHyCA,anonymous,EN,0.8999999761581421,"Yes, I am at least 18 years old and I want to participate",70,Some college,Male,Other,Various different situations  I feel curious of the content and try to understand what they represent ,Different climate issues and facts don't know everything as some were in different languages so couldn't evaluate some stuff ,42,3,42,10,43,62,60,11,85,4,100,0,42,100,1,White or Caucasian,92,"$75,000-$99,999",99009,Good survey ,0,0,0,0,1,1
1/5/24 15:13,1/5/24 15:19,IP Address,369,R_1k7gH8raEX3WKcE,anonymous,EN,0.699999988,"Yes, I am at least 18 years old and I want to participate",33,Graduate degree,Male,Other,These are images that can be used as wallpapers on Pc...They look inspiring to be honest...it makes you appreciate artist even more,These images shows us or try to explain in my own understanding of how life is like two side of a coin Good and bad,96,84,25,61,100,64,100,100,100,70,100,74,96,42,62,White or Caucasian,59,"$75,000-$99,999",10011,None,0,0,0,0,2,1
1/5/24 15:15,1/5/24 15:26,IP Address,632,R_6oLUqRrNkhfyoi6,anonymous,EN,0.699999988,"Yes, I am at least 18 years old and I want to participate",73,Graduate degree,Male,Other,"Show some adverse images of nature, specifically very dry landscapes, and effects of industry on nature depicted by smokestacks.  Mixed feelings, landscapes are very dry and smoke from industry is disturbing ","Alternate images of the world, nature and animals.  The images are generally soothing and colorful, showing sunrise and sunsets",61,44,45,54,57,39,63,44,44,34,100,60,54,91,9,White or Caucasian,83,"$100,000-$149,999",73013,,0,0,0,0,2,1
1/5/24 15:15,1/5/24 15:59,IP Address,2621,R_3EorqxVNmbSekgg,anonymous,EN,0.8999999761581421,"Yes, I am at least 18 years old and I want to participate",83,High school diploma,Female,Other,It makes me feel like there are factories out there who don't care if they are causing pollution but there are people that do care.,It makes me think about climate change and how it is affecting the world and that we all need to take it seriously and do things that can help slow the changes.,84,73,84,65,85,78,100,84,100,70,100,49,89,95,28,White or Caucasian,83,"$50,000-$74,999",29720,,0,0,0,0,1,1
1/5/24 15:18,1/5/24 15:41,IP Address,1420,R_6WxvlZeFjoWsyII,anonymous,EN,0.8999999761581421,"Yes, I am at least 18 years old and I want to participate",59,Some high school,Female,Other,The air pollution doesn't make me feel good at all.Love the blue skys.That is all I know.Isee a hand a leave.,Ilove polar bears just hope they can survive .Like most all the images they make me feel good about our country.,99,35,91,100,100,100,100,96,100,18,100,9,70,100,1,White or Caucasian,100,"Less than $25,000",36009,Pollution ,0,0,0,0,2,1
1/5/24 15:19,1/5/24 16:52,IP Address,5549,R_6foE1G1ADXE62wT,anonymous,EN,0.8999999761581421,"Yes, I am at least 18 years old and I want to participate",73,College degree,Female,Other,"environmental issues, except for one (the outstretched hands).  We need to investigate the sources and take corrective action.","environmental issues. carefully curated pictures to compel action.  some of the photos depict natural/seasonal; changes that have nothing to do with people,",60,0,81,19,71,9,80,49,81,8,100,19,50,50,30,White or Caucasian,100,Prefer not to say,75230,,0,0,0,0,2,1
1/5/24 15:19,1/5/24 15:26,IP Address,379,R_6ykEmfGYxnsI5nr,anonymous,EN,0.699999988,"Yes, I am at least 18 years old and I want to participate",58,High school diploma,Female,Other,"Things happening around the world that can effect climate change, natural disasters weather events done man made problems some created by nature",That climate change is affecting the beauty in the world. This shows some awesome scenery and urs being affected ,90,95,63,93,100,96,91,78,91,46,100,1,59,50,100,White or Caucasian,0,"$25,000-$49,999",98030,This was interesting ,0,0,0,0,2,1
1/5/24 15:26,1/5/24 15:36,IP Address,624,R_7DYy1RS3R4Dc88K,anonymous,EN,0.8999999761581421,"Yes, I am at least 18 years old and I want to participate",37,High school diploma,Male,Other,"I literally just answered rhis question and I don't want to answer it again. Sorry, not to be disrespectful, just being honest.","By the looks of it the images are talking about global warming and/or climate change, and I don't actually know how to feel other than fearful of or for the future",65,78,76,86,100,69,100,93,100,38,100,21,50,100,50,Black or African American,0,"Less than $25,000",06109,,0,0,0,0,2,1
1/5/24 15:59,1/5/24 16:09,IP Address,614,R_5qUw16sX2ribWGa,anonymous,EN,0.699999988,"Yes, I am at least 18 years old and I want to participate",74,Graduate degree,Female,Other,"All these pictures represent some subject related to climate change. They also represent people who are marching, or at least joining together to say something about climate change in my senses. It’s to march for increased climate needs recognition. Some of the charts are too blurry for me to read, and respect it is a hopeful sense I feel because I recognize that people all over the world are wanting to affect climate change so we can save the planet and each other ultimately. ",I primarily feel confused because I don’t recognize or can read the language in which some of these pictures are located. The one about the average temperature is a frightening view that substantiates our thoughts about global warming. Ultimately these pictures make me uncomfortable.,100,100,78,86,92,89,100,95,92,89,100,80,88,89,13,White or Caucasian,0,"$25,000-$49,999",97080,I’m still troubled by some of the things I saw it will take me a minute to process all of this.,0,0,0,0,1,1
1/5/24 16:01,1/5/24 16:04,IP Address,230,R_53viNbiuVVNJko1,anonymous,EN,0.8999999761581421,"Yes, I am at least 18 years old and I want to participate",68,Graduate degree,Female,Other,"These images portrayed people, and sometimes images that show activity that is unsettling. I tend to ignore those.","These images portray, various aspects of our world and nature. I like the vibrant colors and graphics.",88,66,91,84,82,57,82,79,91,54,100,48,64,81,6,White or Caucasian,23,"$75,000-$99,999",54856,,0,0,0,0,1,1
1/5/24 16:02,1/5/24 16:10,IP Address,484,R_1PrdRAHx4C9z2Kt,anonymous,EN,0.8999999761581421,"Yes, I am at least 18 years old and I want to participate",61,College degree,Female,Other,I’m more affected by these images especially the very dry cracked soil and the smoke stacks which are very worrisome with all that pollution ,I’m neutral on the images as they are trying to show both sides of climate change but are done in a very abstract way,66,17,54,70,54,40,81,54,81,19,100,19,56,54,0,White or Caucasian,80,"$50,000-$74,999",34241,,0,0,0,0,2,1
1/5/24 16:07,1/5/24 16:58,IP Address,3114,R_6PLx1FShVx09WvD,anonymous,EN,0.8999999761581421,"Yes, I am at least 18 years old and I want to participate",66,Some college,Female,Other,I don't really understand what the pictures are trying to show me. I don't see a common theme with them and some of them I don't know what they are,I don't really understand another of the pictures as they are in  a foreign language. I am seeing pictures of the earth and maps and a chart showing how the annual temperature is rising ,95,68,77,85,90,88,100,86,100,29,100,13,21,100,80,White or Caucasian,18,"$50,000-$74,999",870 16,,0,0,0,0,1,1
1/5/24 16:21,1/5/24 16:24,IP Address,181,R_3sWHF8EWnCZzVUf,anonymous,EN,0.8999999761581421,"Yes, I am at least 18 years old and I want to participate",40,High school diploma,Male,Other,Like the concept of the weather is good for me to eat it all over there and I will take care of it and ,Great value n concrete and better than yesterday and then I was like a good time for a car to get it done ,88,74,88,75,76,78,73,75,75,80,76,79,72,45,43,Black or African American,24,"Less than $25,000",75501,,0,0,0,0,2,1
1/5/24 16:26,1/5/24 16:32,IP Address,364,R_6KCKvxjFSuEsD7u,anonymous,EN,0.8999999761581421,"Yes, I am at least 18 years old and I want to participate",43,College degree,Female,Other,I don't really see much of a link between the images and they don't personally make me feel any way when looking at them,"So, I feel more connection to these pictures and would spend more time with these as I love stats and graphs for informational purposes ",0,0,4,15,12,0,31,0,5,0,100,0,8,28,0,White or Caucasian,91,"$25,000-$49,999",27520,,0,0,0,0,1,1
1/5/24 16:28,1/5/24 16:37,IP Address,504,R_6l5oWKor7MuE1r7,anonymous,EN,0.8999999761581421,"Yes, I am at least 18 years old and I want to participate",48,Some college,Female,Other,They are showing coming together and changes that are happening. It makes me feel we are doing something but not enough.,It shows how things are quickly getting worse and it makes me sad more isn't being done . It shows the effects of the areas it's impacted ,93,100,100,83,100,92,100,100,100,82,100,69,88,100,8,White or Caucasian,49,"$25,000-$49,999",28645,,0,0,0,0,1,1
1/5/24 16:29,1/5/24 16:44,IP Address,869,R_3TYoZObytX4PDcU,anonymous,EN,0.30000001192092896,"Yes, I am at least 18 years old and I want to participate",67,High school diploma,Female,Other,These images show the world in danger. Makes worried and sad. I want the planet to be rescued for the future generations. ,Sad to see the earth with global warming They pretty images but they stand for our planet in terrible danger. ,100,89,100,100,100,76,100,96,100,92,100,70,83,97,25,White or Caucasian,18,"$50,000-$74,999",61103,,0,0,0,0,2,1
1/5/24 16:29,1/5/24 16:36,IP Address,390,R_58ONKVMCddoCWOL,anonymous,EN,0.8999999761581421,"Yes, I am at least 18 years old and I want to participate",63,Some college,Male,Other,Universal  Google  photos  on line at best really dont know for sure but looks like Google  photos. Of landscape  and definitions ,Natural  i really don't have any feelings  towards  them there nice pictures.  Still looks like Google  photos ,100,78,100,100,100,74,100,100,100,74,100,52,74,100,72,Black or African American,51,"$25,000-$49,999",11207,,0,0,0,0,2,1
1/5/24 16:42,1/5/24 17:23,IP Address,2432,R_7smNiTXwpcUx4mr,anonymous,EN,0.8999999761581421,"Yes, I am at least 18 years old and I want to participate",80,College degree,Male,Other,"Wondering what all the people are gathering for and what it's about.  The only clue is the nuclear things.  Is that what it's about?

I don't know what the content is about.  Because you're showing these images and I don't know they're about I feel concerned.",At first they look like they could be the front of greeting cards.   But when I looked further it looked like global warming.  A general map of the continents with some indication on it.  The graph bored me.  And I wondered it was included with scenic pictures.  But it was what tipped me off that it was more serious so I looked again at the pictures again.  ,33,30,23,50,73,79,100,76,100,12,100,10,35,74,0,White or Caucasian,90,"Less than $25,000",48127,Learned a lot.  Hope I got lots points.  Thank you.,1,0,0,0,1,1
1/5/24 16:45,1/5/24 16:50,IP Address,339,R_3r6QejW4VH3XZs5,anonymous,EN,0.699999988,"Yes, I am at least 18 years old and I want to participate",19,Some college,Female,Other,These images remind me of duality the balance between peace and destructiveness and how we are creating chaos on earth.,Nature versus man it makes me sad and hopeful because I understand the world needs to be fixed but I don’t understand how to fix it when we have done so much damage to it.,93,100,100,98,100,100,100,100,100,100,100,100,72,83,38,Black or African American,61,"$50,000-$74,999",62901,,0,0,0,0,2,1
1/5/24 17:21,1/5/24 17:38,IP Address,988,R_7EqFiiV4yH1I3aV,anonymous,EN,0.699999988,"Yes, I am at least 18 years old and I want to participate",71,College degree,Female,Other,"I don't understand most of them, but some are frightening. The fact that there are multiple languages and nations portrayed shows the global effect.",Illustrations of the results of global warming and shows the increase in temperatures. It is disturbing to see the changes.,72,69,80,81,95,31,93,92,94,40,100,71,100,40,0,White or Caucasian,91,"$50,000-$74,999",68124,,1,1,0,0,1,1
1/5/24 17:21,1/5/24 17:28,IP Address,391,R_70T5GxO9bGBAPVU,anonymous,EN,0.8999999761581421,"Yes, I am at least 18 years old and I want to participate",66,High school diploma,Male,Other,To be honest the pictures are too small for me. I can't tell the message so I feel very frustrated. Remember there are older people who do these surveys.,Way to small to have an opinion. You guys need to realize not everyone has great vision. So I guess I feel frustrated. I'm sorry I can't do better than that.,62,0,100,70,100,0,100,63,79,0,100,0,12,100,100,White or Caucasian,30,"Less than $25,000",75703,It was okay,0,0,0,0,1,1
1/5/24 17:25,1/5/24 17:28,IP Address,135,R_5MXTAUYdT762a9k,anonymous,EN,0.8999999761581421,"Yes, I am at least 18 years old and I want to participate",15,Some high school,Female,Other,Hhhhhhhggggghhbbb bbvvvvvvbb byggccgtfc. Bbggc. Cgggggggvccc gccfgffffffgffgc. G. Gvvvgvfygcc. Chgggg,Cvcfffcggfffffvcgggggfffffjrjrjrn. Hhhhgcgcvycgcyctff cff tvtvtcyvtvtctcccttrrrrrrrffffcc.  Ggggtyyyy,19,50,39,64,50,50,50,50,50,50,50,50,50,61,45,White or Caucasian,55,"$50,000-$74,999",01803,I,0,0,0,0,2,0
1/5/24 17:27,1/5/24 17:42,IP Address,893,R_3Y5Mzq3WJJ7NPyv,anonymous,EN,0.8999999761581421,"Yes, I am at least 18 years old and I want to participate",68,Some college,Female,Other,Our earth is polluted and suffering from drought. We must reach out to help each other help it. Keeping it green is important in all aspects.,"We have the world in our hands. It is one that has different climates and landscapes. An earth we must take care of every day. 


",85,82,62,73,100,77,93,82,86,45,100,32,51,92,41,White or Caucasian,53,"$25,000-$49,999",66062,,0,0,0,0,2,1
1/5/24 17:28,1/5/24 17:43,IP Address,893,R_3eERE11DtTRXGGw,anonymous,EN,0.8999999761581421,"Yes, I am at least 18 years old and I want to participate",69,Graduate degree,Female,Other,"We are seeing different scenarios of the environmental climate. Some are not good at all. There is pollution, drought, global warming and makes one more interested in the subject of environments and climate change.",Not eco-friendly. It does look like it would be the best environs to help animal life either. There is a drought scene and sights showing industrial pollution.,83,83,82,83,81,82,81,79,85,83,100,91,86,80,15,White or Caucasian,60,"$50,000-$74,999",49510,,0,0,0,0,2,1
1/5/24 17:30,1/5/24 18:05,IP Address,2111,R_6NZtApbX48157B7,anonymous,EN,0.8999999761581421,"Yes, I am at least 18 years old and I want to participate",51,College degree,Female,Other,Those look like screensavers they look peaceful calm they put me in a really happy place I really like it,I like it reminds of volcano it puts me in a place of still and calming  a little spicy but a little bit sweet,82,42,42,83,82,71,91,81,93,70,100,91,85,71,31,Black or African American,70,"$50,000-$74,999",55102,I liked it ,0,0,0,0,2,1
1/5/24 17:31,1/5/24 17:43,IP Address,731,R_6q2XcdWOakAjzlT,anonymous,EN,0.8999999761581421,"Yes, I am at least 18 years old and I want to participate",83,College degree,Male,Other,Many subjects feel good about most. Some happy some sad just like the world feels. It would  be nice if we knew how to bring us all together ,Hard to make out but seems to be about goble warming. Science will eventually  solve most of these problems and the world will evolve as it has formulations of years in the past,19,21,80,83,82,19,85,88,21,0,100,92,93,100,100,Other,100,"$25,000-$49,999",50309,Science will solve goble warming!!!!,0,0,1,0,1,1
1/5/24 17:31,1/5/24 17:40,IP Address,563,R_6krszF5KMXOdJqF,anonymous,EN,0.4000000059604645,"Yes, I am at least 18 years old and I want to participate",32,College degree,Male,Other,The pictures are about atmosphere and planet related scenes. They make me feel relaxed and stress free. ,"There are earth and planet related images. These images make me feel bright, cheerful, relaxed and breathtaking.",50,19,83,75,74,21,74,92,86,18,100,66,86,29,3,White or Caucasian,55,"$50,000-$74,999",37013,,0,0,0,0,2,1
1/5/24 17:34,1/5/24 17:40,IP Address,345,R_5w5EDtNX2HKYLBL,anonymous,EN,0.8999999761581421,"Yes, I am at least 18 years old and I want to participate",76,Some college,Female,Other,I really don’t know what I’m expected to see the pictures. There’s a redheaded woman who looks very nice and said the pictures next to them I have no clue ,"Since they’re in different languages, I really don’t feel anything. The only one that sort of moves me is the polar bear I have no idea what they are and what they’re showing",61,87,84,72,92,91,81,75,70,70,100,0,62,28,64,Other,21,"$25,000-$49,999",60706,,0,0,0,0,1,1
1/5/24 17:35,1/5/24 17:42,IP Address,429,R_5Edb3Cd3hHjb8hw,anonymous,EN,0.8999999761581421,"Yes, I am at least 18 years old and I want to participate",69,High school diploma,Female,Other,Some of them are very pretty and others show different places on the earth. They have to do with the environment.,Alot haave to do with pictures of the earth and how it looks. Some are pretty and some are not and they are split.,83,62,83,74,94,76,88,83,98,40,100,57,66,86,14,White or Caucasian,41,"$25,000-$49,999",16879,Thought it waas very direct and simple,0,0,0,0,2,1
